pop|to dzięki temu mogę na stary rower wsiąść
pop|zamieszkać w kamienicy nie myć rąk
pop|staję się potworem, bo wtedy czuję, że
pop|choć jestem tak na prawdę, nie ma mnie
pop|to dzięki temu mogę na stary rower wsiąść
pop|zamieszkać w kamienicy nie myć rąk
pop|staję się potworem, bo wtedy czuję, że
pop|choć jestem tak na prawdę, nie ma mnie
pop|to dzięki temu mogę na stary rower wsiąść
pop|zamieszkać w kamienicy nie myć rąk
pop|W podtekście mieszkam gdzieś
pop|W przenośni chowam się
pop|Zygzakiem w oku twym
pop|I szumem w uchu
pop|Misiem twym
pop|Przed laty rozpruł brzuch na szwie
pop|Plastrem na pięcie twej
pop|I kapslem z flagą USA
pop|Kim dla mnie mógłbyś być?
pop|W dotyku miłym tak jak plusz?
pop|Powątpiewaniem w sens
pop|Formą ponad treść
pop|Protestem, planem B
pop|I wlepką w metrze
pop|Misiem twym, co mu pies
pop|Przed laty rozpruł brzuch na szwie
pop|Plastrem na pięcie twej
pop|I kapslem z flagą USA
pop|Kim dla mnie mógłbyś być?
pop|W dotyku miłym tak jak plusz?
pop|Pamiętam tylko, że była wtedy wiosna,
pop|Wiadomo maj, te sprawy drzewa całe w pąkach,
pop|Serce pojemne jak przedwojenna wanna
pop|I pragnienie by ją wypełnić.
pop|Uwiodła mnie przepaść jednego spojrzenia.
pop|Runęłam w nią rozkładając ramiona,
pop|Spadałam całe lato i bym się roztrzaskała,
pop|Gdyby nie spadochron z wyrzutów sumienia.
pop|Mam czyściutkie sumienie
pop|I bilet pewny do nieba bram.
pop|Do wrót normalności zastukałam zimą,
pop|Gdzieś w okolicy Bożego Narodzenia.
pop|Jestem z powrotem i leżę przy tobie
pop|Czy szczęśliwsza ? Nie wiem, ja nie wiem.
pop|Patrzę na ciebie w nocy, gdy już uśniesz.
pop|Kładę się obok, oglądam nas w lustrze
pop|I widzę, i widzę od lat nieprzerwanie
pop|Podróbkę szczęścia z fabryki na Tajwanie.
pop|Mam czyściutkie sumienie
pop|I bilet pewny do nieba bram. []
pop|Spałam gdy się kończył świat
pop|Żadnych dźwięków tylko błysk
pop|Na tarczę Słońca Luna naszła
pop|Wzmógł się wiatr (potężnie wzmógł się wiatr)
pop|Spałam gdy się kończył świat
pop|Spałam gdy się kończył świat
pop|Pospadały liście z drzew
pop|A ptakom zastygł w dziobach śpiew
pop|Koty wygarnęły psom, a psy ludziom
pop|Jak przy Wigilii (jak przy Wigilii)
pop|Potem dzieci boże poszły w śpiew
pop|A czarci syn w rozbój, gwałt
pop|Nijacy wprost do pracy, jak co dnia (prosto do pracy)
pop|Drugi i ostatni błysk
pop|I po wszystkim i już nic
pop|Na czarnej panoramie nieba
pop|Końcowe napisy
pop|Nie śpię, żyję, lewituje tu
pop|Nie mam za co chwycić, nie mam o co oprzeć stóp
pop|Dzielę się przez siebie, tak jak liczby pierwsze
pop|A pomnożona przez tą pustkę, jak przez zero - daję pustkę
pop|Gdybyś był, a nie bywał
pop|Raz na jakiś czas
pop|Byłabym wreszcie czyjaś
pop|Nie bezpańska, aż tak
pop|Jesień trwa
pop|Rdzawych liści czas
pop|Kaloszy, peleryn i mgły
pop|Jesień trwa
pop|Szpetnej aury czas
pop|Pod płaszcze się pcha
pop|Wyziębia nam serca - wiatr
pop|Gdybyś miał, a nie miewał
pop|Czas i chęć i gest
pop|Byłabym na wyłączność
pop|A nie - ogólnie dostępna
pop|Jesień trwa
pop|Rdzawych liści czas
pop|Kaloszy, peleryn i mgły
pop|Jesień trwa
pop|Szpetnej aury czas
pop|Pod płaszcze się pcha
pop|Wyziębia nam serca - wiatr
pop|Jesień trwa
pop|Rdzawych liści czas
pop|Kaloszy, peleryn i mgły
pop|Jesień trwa
pop|Szpetnej aury czas
pop|Kaloszy, peleryn i mgły
pop|Jesień trwa
pop|Rdzawych liści czas
pop|Kaloszy, peleryn i mgły
pop|Jesień trwa
pop|Szpetnej aury czas
pop|Pod płaszcze się pcha
pop|Wyziębia nam serca - wiatr
pop|Jesteś jak chiński urzędnik państwowy
pop|Co stemplem odmowy zniweczył mój plan
pop|Jesteś jak ojciec, co niedzielnym szpondrem
pop|Obdzielił wszystkich po równo prócz mnie
pop|Jesteś handlarzem, co jabłko z robakiem
pop|I w sińcach mi wcisnął na targu
pop|Jesteś rosyjską znachorką
pop|Co złych ziół mieszanką wpędziła w chorobę
pop|A co, jeśli to ja
pop|Może mnie nie rozpoznałeś
pop|A co, jeśli to ja
pop|Dźwigam sens, którego łakniesz
pop|Zagłusza mnie znów
pop|Miejski gwar czytaj z ust
pop|A co, jeśli to mnie
pop|Jesteś napadem szaleństwa chwilowym
pop|Co zdarza się w jednej z tych sekund przed snem
pop|Jesteś wnętrzności rozstrojem i przykrym
pop|Migotem zastawek, powieką co drży
pop|Jesteś tą nutą z najniższych rejestrów
pop|Co wwierca się w umysł głęboko
pop|Krwią, co wzburzona z impetem uderza
pop|Potwornym w mej żyły falochron
pop|A co, jeśli to ja
pop|Może mnie nie rozpoznałeś
pop|A co, jeśli to ja
pop|Dźwigam sens, którego łakniesz
pop|Zagłusza mnie znów
pop|Miejski gwar czytaj z ust
pop|A co, jeśli to mnie
pop|Pytam i błądzę, zatem nie pytam
pop|Chybiam o wieczność, omijam punkt
pop|Życie to spacer po prochach klasyków
pop|Jestem i zniknę, istoty przeniknąć nie zdołam i tak
pop|Tak mi beztroski brakuje dziecięcej
pop|Ciążą mi szkielet, mięśnie i myśl
pop|Duchem nie wzlecę powyżej sufitu
pop|Ginę, przepadam
pop|Gdzie jest Ariadna?
pop|Gdzie jest Jej nić?
pop|A jak Ty się masz?
pop|Czy zima niezbyt surowa?
pop|A jak Ty się masz?
pop|Czy pod dostatkiem masz złota?
pop|A jak Ty się masz?
pop|A jak Ty się masz?
pop|Za mądra dla głupich,
pop|a dla mądrych zbyt głupia. A huuu!
pop|Zbyt ładna dla brzydkich,
pop|a dla ładnych za brzydka. A huu!
pop|Za gruba dla chudych,
pop|a dla grubych za chuda. A huuu!
pop|Spróbuj się domyślić, gdzie to mam.
pop|Gdzie? No gdzie? A huuu!
pop|Za łatwa dla trudnych,
pop|a dla łatwych za trudna. A huuu!
pop|Zbyt czysta dla brudnych,
pop|a dla czystych za brudna. A huuu!
pop|Zbyt szczecińska dla Warszawy,
pop|a dla Szczecina zbyt warszawska. A huuu!
pop|Spróbuj się domyślić, gdzie to mam.
pop|Gdzie? No gdzie? A huuu!
pop|Dokładnie tam, właśnie tam.
pop|Pan wygrał bon, a pani fiat.
pop|Dokładnie tam, właśnie tam.
pop|Pan wygrał bon, a pani fiat.
pop|Dokładnie tam, właśnie tam.
pop|Pan wygrał bon, a pani fiat.
pop|Dokładnie tam, właśnie tam.
pop|Pan wygrał bon, a pani fiat.
pop|Toż to zwykły lęk rudą warstwą wżera się
pop|Korodujesz dzień za dniem
pop|Uniwersum jest, stąd do zawsze ciągnie się
pop|Na twój obraz, podobieństwo twe
pop|Jesteś cenny tak jak ja
pop|Jesteś piękna tak jak ja
pop|Jestem dzielna tak jak wy
pop|Niebezpiecznie wręcz
pop|Pozwól ciszy tej w małżowinie rozlać się
pop|Pod powieki ciemność wpuść
pop|Odrzuć, przestań ssać z zsiadłym mlekiem ciężką pierś
pop|Pępowiny powróz przegryź już
pop|Jesteś cenny tak jak ja
pop|Jesteś piękna tak jak ja
pop|Jestem dzielna tak jak wy
pop|Niebezpiecznie wręcz
pop|Jesteś cenny tak jak ja
pop|Jesteś piękna tak jak ja
pop|Jestem dzielna tak jak wy
pop|Niebezpiecznie wręcz
pop|Niebezpiecznie wręcz
pop|W dzień, gdy najsilniejsza światła moc
pop|Ma miłość się ukrywa, bo jest sową
pop|Nigdy, nigdy się nie dowiesz, jak wielki to ptak
pop|Bo w twym sercu gniazdo wije, wije wróbel
pop|W dzień gdy najsilniejsza światła moc
pop|Są słowa, których nigdy nie wypowiem
pop|Wstyd jakiego nie znam w nocy, sznuruje mi usta
pop|Obojętność jest królową zimną, nieczułą
pop|Teraz gdy noc
pop|Sowa ze snu budzi się
pop|Odwaga lwem
pop|Krzyczę w śpiące ucho twe
pop|Nie będę jadła - kocham cię
pop|Nie będę piła - kocham cię
pop|O śnie zapomnę - kocham cię
pop|I gdy odejdę nie przestanę
pop|W dzień gdy najsilniejsza ...
pop|Teraz gdy noc...
pop|Odkąd sięgam pamięcią, zawsze było coś nie tak.
pop|W niełasce, w ciągłym nieszczęściu los bił na oślep.
pop|Szybko przestałam być dzieckiem. Czy choć przez chwile byłam nim?
pop|I naprawdę nic, co ludzkie, mi obce nie jest.
pop|Zabawne, jakie rzeczy potrafią czasem do głowy przyjść…
pop|A ja za dużo widzę, zbyt mocno czuję.
pop|Jenny, mam na imię Jenny.
pop|Może to coś zmieni, gdy już wiesz.
pop|Dziwnie rozpalona Jenny…
pop|Co w jej głowie siedzi,
pop|Wiem tylko ja.
pop|Już w szkole ciągle pytali, czy ze mną wszystko w porządku jest.
pop|Gdyby tylko wiedzieli, znali prawdę…
pop|A ja wierze, że to co robię ma sens,
pop|Bo czasem lepiej odejść od zmysłów, by nie zwariować.
pop|Jenny, mam na imię Jenny,
pop|Może to coś zmieni, gdy już wiesz.
pop|Dziwnie rozpalona Jenny…
pop|Co w jej głowie siedzi,
pop|Wiem tylko ja.
pop|Wciąż przed oczami mam jej drobną twarz
pop|W kącikach ust uśmiechu ślad
pop|I ten jej spojrzenia pełen wiary blask
pop|Mówiła w życiu najważniejsza jest
pop|Ideałów czysta moc
pop|W swych snach z wiatrem ścigała się co noc
pop|Dokąd odeszłaś moja piękna
pop|Co z Tobą stało się?
pop|W swe siły zbyt ufna Zgubiłaś drogę
pop|Nocą bezsenna
pop|Zlękniona dniem
pop|Czasem myślę czy wciąż gdzieś jesteś tu?
pop|Na wyciągnięcie dłoni
pop|Słyszę jak te oto słowa szepczesz mi
pop|Nie pytaj czy znalazłam szczęście swe?
pop|To bez znaczenia już
pop|Co dziś, co dziś zostało z twoich słów?
pop|Dokąd odeszłaś moja piękna
pop|Co z Tobą stało się
pop|W swe siły zbyt ufna zgubiłaś drogę
pop|Nocą bezsenna
pop|Zlękniona dniem
pop|Tak nagle zniknęłaś w środku lata
pop|Bez pożegnania słów
pop|Teraz pewnie gdzieś stoisz na rozstajach dróg
pop|Jak kiedyś nic nie jest już
pop|Wiem ze jeszcze kiedyś nadejdzie taki dzień
pop|W tłumie przechodniów całkiem przypadkiem
pop|Co nagle z Tobą stało się?
pop|Co nagle z Tobą stało się?
pop|Zgubiłaś drogę
pop|Nocą bezsenna
pop|Zlękniona dniem
pop|Tak nagle zniknęłaś w środku lata
pop|Bez pożegnania słow
pop|Teraz pewnie gdzieś stoisz na rozstajach dróg
pop|Bez Ciebie nic nie jest już
pop|Tak jak kiedyś
pop|Dziś nad światem zmienił ktoś
pop|Nieba błękit w chmur atrament
pop|Jakby pragnął deszczem swą opowieść snuć
pop|Pierwsza kropla na mą dłoń
pop|Ludzie kryją się w zaułkach
pop|Gubiąc gdzieś po drodze sens deszczowych słów
pop|Przemoknięte serca miast
pop|I tylko ty i ja szczęśliwi tym dniem
pop|Bo choć zapomniał o nas świat
pop|Mokrzy od stóp do głów nie tracimy nadziei
pop|Po ulicach płyną już trosk potoki, skarg strumienie
pop|By wślizgnąć się za rogiem pod omszały bruk
pop|Nikt już nie chce słuchać dziś słów deszczowych opowieści
pop|Na co komu obcych kropel deszczu szept?
pop|Przemoknięte serca miast
pop|I tylko ty i ja szczęśliwi tym dniem
pop|Bo choć zapomniał o nas świat
pop|Mokrzy od stóp do głów nie tracimy nadziei
pop|Przemoknięte serca miast i tylko ty i ja
pop|Przemoknięte serca miast i tylko ty i ja
pop|Przemoknięte serca miast i tylko ty i ja
pop|Przemoknięte serca miast, tylko ty i ja
pop|Nie tracimy nadziei
pop|Laj la la la
pop|Laj la la la
pop|Laj la la la
pop|Laj la la la
pop|Laj la la la
pop|Nie tracimy nadziei
pop|Przemoknięte serca miast my szczęśliwi tym dniem
pop|Bo choć zapomniał o nas świat nie tracimy nadziei
pop|Przemoknięte serca miast my szczęśliwi tym dniem
pop|Bo choć zapomniał o nas świat nie tracimy nadziei
pop|Bo choć zapomniał o nas świat nie tracimy nadziei
pop|La la la la la la la la
pop|Zatańcz ze mną jeszcze raz
pop|Otul twarzą moją twarz
pop|Co z nami będzie? - za oknem świt
pop|Tak nam dobrze mogło być
pop|Gdy ciebie zabraknie i ziemia rozstąpi się
pop|W nicości trwam
pop|Gdy kiedyś odejdziesz
pop|Nas już nie będzie i siebie nie znajdziesz też
pop|Zatańcz ze mną jeszcze raz
pop|Chcę chłonąć każdy oddech twój
pop|Co z nami będzie? - uwierz mi
pop|Tak jak ja nie kochał nikt
pop|Gdy ciebie zabraknie i ziemia rozstąpi się
pop|W nicości trwam
pop|Gdy kiedyś odejdziesz
pop|Nas już nie będzie i siebie nie znajdziesz też
pop|W salonie wśród ciepłych świec
pop|Już nigdy nie zbudzisz mnie
pop|Już nigdy nie powiesz mi
pop|Jak bardzo kochałeś mnie
pop|Kochałeś mnie, kochałeś mnie...
pop|Czy słyszysz jak tam daleko muzyka gra?
pop|Zatańcz ze mną, jeszcze raz
pop|Gdy ciebie zabraknie i ziemia rozstąpi się
pop|W nicości trwam
pop|Gdy kiedyś odejdziesz
pop|Nas już nie będzie i siebie nie znajdziesz też
pop|Zatańcz ze mną, ostatni raz
pop|Nas już nie będzie i siebie nie znajdziesz też
pop|To jest mój sen,
pop|ten sen przeraża mnie...
pop|W pokoju bez ścian zamykam się.
pop|Nie ma nic,nie ma mnie.
pop|Niby bezpiecznie,
pop|ale wcale nie jest dobrze w moim śnie.
pop|To jest mój sen,
pop|ten sen zawstydza mnie..
pop|Zachłanna i zła wciąż więcej chcę.
pop|Nie ma nic, nie ma mnie.
pop|Niby cudownie,
pop|ale wcale nie jest dobrze w moim śnie
pop|Budzi mnie wiatr - wiatr niesie strach.
pop|Budzi mnie deszcz - deszcz tuli mnie.
pop|Budzi mnie blask gorących dni.
pop|Budzi mnie krzyk - czy wciąż się śni?
pop|Nie ma nic, nie ma mnie.
pop|Niby bezpiecznie,
pop|ale wcale nie jest dobrze w moim... śnie.
pop|Budzi mnie wiatr - wiatr niesie strach.
pop|Budzi mnie deszcz - deszcz tuli mnie.
pop|Budzi mnie blask najgorętszych dni.
pop|Budzi mnie krzyk - czy wciąż się śni?
pop|Skłamałam, skłamałam
pop|Z palca wyssałam
pop|Skłamałam ot tak, całkiem niewinnie
pop|Byś chwilę był mój, byś tylko był przy mnie
pop|Nie dowiesz, nie dowiesz nigdy się
pop|Co prawdą, co prawdą, a co kłamstwem jest
pop|I nim cokolwiek teraz ci powiem
pop|Najpewniej znowu zmyśliłam to sobie
pop|Bezczelnie znów kręcę
pop|Skruszona nie jestem
pop|O nie, w ogóle nie czuję się winna
pop|Nie byłabym sobą, gdy byłabym inna
pop|Nie byłabym sobą
pop|Nie byłabym?
pop|Nie dowiesz, nie dowiesz nigdy się
pop|Co prawdą, co prawdą, a co kłamstwem jest
pop|Już sama w swych kłamstwach gubię się
pop|Nie liczę się z nikim
pop|Niczego nie wstydzę
pop|Kłamstw, kłamstw, kłamstw...
pop|Kto kłamstw, kto kłamstw raz nauczony jest
pop|Kłamstwem, kłamstwem ma skażoną krew
pop|Na kłamstwie swoje życie budować chcę
pop|Skłamałam, skłamałam...
pop|Chciałbyś chociaż przez chwilę
pop|Wstrzymać zegar bezlitosny
pop|Niech opamięta się miły
pop|Niech odetchnie niech odpocznie
pop|Wahadło z mosiądzu odlane
pop|Biedne słania się i opada z sił
pop|Z jego objęć wyrwany
pop|Byłbyś bardziej beztroski
pop|Jest czymś niezrozumiałym
pop|Mechanizmu ciągły pośpiech
pop|Ten zegar jest całkiem bezduszny
pop|Nie zna litości nie wie co to jest ból
pop|Gdy wszystko z rąk się wymyka
pop|By z zegarem biec co tchu
pop|Gdy do przodu zegar rwie
pop|Ty ustaw się na nie i cała wstecz!
pop|Wstrzymywany jednak drgnął
pop|Wskazówkę ujmij w dłoń i cała wstecz.
pop|Gdy do przodu zegar rwie
pop|Napieraj mocno i cała wstecz!
pop|Nie nie zgadzaj się by on
pop|Dyktował każdy krok
pop|Więc cała wstecz!
pop|Wahadło z mosiądzu odlane
pop|Biedne słania się i opada z sił
pop|Mechanizm do cna wyczerpany
pop|Dla kilku marnych chwil
pop|Gdy do przodu zegar rwie
pop|Ty ustaw się na nie i cała wstecz!
pop|Wstrzymywany jednak drgnął
pop|Wskazówkę ujmij w dłoń i cała wstecz!
pop|Gdy do przodu zegar rwie
pop|Napieraj mocno i cała wstecz!
pop|Nie nie zgadzaj się by on
pop|Dyktował każdy krok
pop|Więc cała wstecz
pop|Nie nie nie zgadzaj się
pop|Nie nie zgadzaj się by on dyktował każdy krok
pop|W nos mu się śmiej!
pop|Witaj w moim świecie, nieznajomy
pop|Nananananana
pop|Tak dawno nie gościłam tu nikogo
pop|Nananananana
pop|I na schodach nie słyszałam kroków
pop|Nananananana
pop|Aż nagle właśnie dziś
pop|Ty stajesz, w moim progu
pop|Gdy nadejdą gorsze dni
pop|Razem łatwiej je przetrzymać
pop|Nucąc melodię co wnet największą z trosk
pop|W pogodną zmieni myśl
pop|Gdy będziesz przy mnie obok
pop|Witaj w moim domu, przyjacielu
pop|Nananananana
pop|Szukałeś dróg, wciąż gnałeś gdzieś po świecie
pop|Nananananana
pop|By ot tak na wszystkie swe pytania
pop|Odpowiedź znaleźć dziś w naszej rozmowie
pop|Gdy nadejdą gorsze dni
pop|Razem łatwiej je przetrzymać
pop|Nucąc melodię co wnet największą z trosk
pop|Gdy nadejdą gorsze dni
pop|Razem łatwiej je przetrzymać
pop|Nucąc melodię co wnet największą z trosk
pop|W pogodną zmieni myśl
pop|W pogodną zmieni myśl
pop|Gdy będziesz tu
pop|Gdy będziesz obok
pop|Niebo wolno dokądś płynie
pop|Stoisz w oknie, z oczu płyną łzy
pop|Dziś są Twoje urodziny
pop|Tak czekałeś, lecz nie przyszedł nikt
pop|Dziś są Twoje urodziny
pop|Wznieś więc chociaż jakiś skromny toast
pop|Za twe smutne oczy w lustrze
pop|Teraz wiesz, że już nie jesteś sam
pop|Wszystkiego czego chcesz, o czym tylko marzysz
pop|Dzisiaj życzę Ci
pop|Wszystkiego, co już jest, o czym jeszcze nie wiesz
pop|Byś zawsze sobą był.
pop|Wszystkiego czego chcesz, o czym tylko marzysz
pop|Dzisiaj życzę Ci
pop|Wszystkiego, co już jest, o czym jeszcze nie wiesz
pop|Byś zawsze sobą był.
pop|Wszystkiego czego chcesz, o czym tylko marzysz
pop|Dzisiaj życzę Ci
pop|Wszystkiego, co już jest, o czym jeszcze nie wiesz
pop|Byś zawsze sobą był.
pop|Wszystkiego, czego tylko chcesz !
pop|Wszystkiego czego chcesz, byś zawsze sobą był.
pop|Wszystkiego czego chcesz, o czym tylko marzysz
pop|Dzisiaj życzę Ci /
pop|Wszystkiego czego tylko chcesz /
pop|Nie zawsze możesz mieć co chcesz
